Ticker,Exchange,Category,Tier,Ask_Price,Bid_Price,Supply,Demand,Traded,Saturation,Input_Cost,Profit_Ask,Profit_Bid,ROI_Ask,ROI_Bid,Investment_Score,Risk,Viability,Input Cost per Unit,Input Cost per Stack,Input Cost per Hour,Recipe,Building
MEA,CI2,consumables (basic),1.0,4000.0,0.0,70.0,0.0,50.0,100.0,0.0,4000.0,0.0,0,0,0.0,High,Unknown,4113.165000112354,8226.330000224709,527.3288461682506,FP:2xFIM-1xMTP=>2xMEA,FP
MED,CI2,consumables (basic),2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,111.83000000864267,1789.2800001382827,93.1916666738689,CHP:1xAL-4xCOT-1xHER-50xPE=>16xMED,CHP
MFE,CI2,ship engines,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,152.90000020861626,152.90000020861626,15.927083355064195,CLR:1xCBM-4xCF=>1xMFE,CLR
MFK,CI2,electronic pieces,2.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,0.0,Low,Unknown,11.46750001564622,91.74000012516976,31.85416671012839,FS:1xSTL=>8xMFK,FS
MFL,CI2,ship kits,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,305.8000004172325,305.8000004172325,25.48333336810271,SKF:4xMFK-10xZR=>1xMFL,SKF
MG,CI2,elements,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,39.07666668395201,234.46000010371208,81.40972225823336,BMP:1xMGS=>6xMG,BMP
MGC,CI2,construction parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,10636.380000458956,10636.380000458956,402.8931818355665,PP3:1xLDE-1xMAG=>1xMGC,PP3
MHL,CI2,construction parts,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,776.545000423491,776.545000423491,46.22291669187447,WEL:1xFE-1xHE-1xI=>1xMHL,WEL
MHP,CI2,electronic devices,2.0,4800.0,0.0,2216.0,0.0,166.0,100.0,0.0,4800.0,0.0,0,0,0.0,High,Unknown,152.90000020861626,152.90000020861626,31.85416671012839,EDM:1xPCB-1xTRA=>1xMHP,EDM
MLI,CI2,software components,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,4299.000008739532,4299.000008739532,59.70833345471572,SD:=>1xMLI,SD
MPC,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,36.11160007341207,361.1160007341207,35.82500007282943,SCA:10xBCO-10xSWF-10xTRN=>10xMPC,SCA
MSL,CI2,ship kits,3.0,0.0,90000.0,0.0,1.0,0.0,0.0,0.0,0.0,90000.0,0,0,0.0,Low,Unknown,428.1200005841256,428.1200005841256,25.483333368102713,SKF:50xFET-4xMFK=>1xMSL,SKF
MTC,CI2,construction materials,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,166.45000010430812,332.90000020861623,34.67708335506419,CLR:2xNCS=>2xMTC,CLR
MTP,CI2,agricultural products,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,376.16250076470897,1504.6500030588359,83.59166683660199,IVP:1xHCP-1xNS-1xPPA=>4xMTP,IVP
MUS,CI2,agricultural products,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,26.11500002592802,104.46000010371208,14.508333347737787,HYF:1xNS=>4xMUS,HYF
MUS,CI2,agricultural products,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,14.50833334773779,174.10000017285347,14.50833334773779,HYF:4xNS=>12xMUS,HYF
MWF,CI2,electronic pieces,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,114.55625001303852,2291.1250002607703,190.92708335506418,CLR:2xAL-2xSI=>20xMWF,CLR
,CI2,elements,,25.100000381469727,1.100000023841858,1000.0,5546.0,500.0,18.03,0.0,25.100000381469727,1.100000023841858,0,0,0.0,High,Unknown,0.0,0.0,0.0,N/A,N/A
NAB,CI2,chemicals,2.0,150.0,0.0,62.0,0.0,62.0,100.0,0.0,150.0,0.0,0,0,0.0,High,Unknown,31.3615000025928,627.230000051856,87.11527778498,CHP:1xBOR-5xH-1xNA=>20xNAB,CHP
NCS,CI2,construction materials,3.0,90.0,0.0,1992.0,0.0,992.0,100.0,0.0,90.0,0.0,0,0,0.0,High,Unknown,11.293500003129243,1129.3500003129243,78.42708335506418,CLR:1xC=>100xNCS,CLR
NF,CI2,software components,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,2149.500004369766,2149.500004369766,59.70833345471572,SD:=>1xNF,SD
NFI,CI2,construction materials,3.0,15.0,8.0,2000.0,1000.0,1000.0,200.0,0.0,15.0,8.0,0,0,0.0,High,Unknown,7.7548333336810265,9305.800000417232,484.67708335506416,CLR:10xC-2xSI=>1200xNFI,CLR
NG,CI2,construction materials,2.0,1300.0,0.0,100.0,0.0,100.0,100.0,0.0,1300.0,0.0,0,0,0.0,High,Unknown,636.7840002002716,6367.840002002717,221.10555562509433,GF:10xGL-10xNCS=>10xNG,GF
NL,CI2,textiles,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,2835.150000730157,2835.150000730157,236.2625000608464,WPL:50xPG=>1xNL,WPL
NN,CI2,software tools,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,13374.0000115335,13374.0000115335,371.500000320375,SE:1xBAI-1xMLI=>1xNN,SE
NOZ,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,7430.0000064075,7430.0000064075,619.166667200625,SPF:1xCHA-10xFAL-2xMFK=>1xNOZ,SPF
NR,CI2,chemicals,3.0,600.0,0.0,500.0,0.0,500.0,100.0,0.0,600.0,0.0,0,0,0.0,High,Unknown,139.8928000066757,6994.640000333786,364.3041666840514,LAB:50xEPO-75xNCS=>50xNR,LAB
NS,CI2,chemicals,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,131.20500000864268,524.8200000345707,109.33750000720224,CHP:2xH2O-1xLST-2xN=>4xNS,CHP
NST,CI2,consumables (luxury),3.0,2500.0,0.0,16.0,0.0,16.0,100.0,0.0,2500.0,0.0,0,0,0.0,High,Unknown,633.2250000521541,2532.9000002086163,211.0750000173847,LAB:1xALG-1xES-1xTHF=>4xNST,LAB
NUT,CI2,agricultural products,1.0,300.0,0.0,10.0,0.0,10.0,100.0,0.0,300.0,0.0,0,0,0.0,High,Unknown,57.73958338735005,692.8750006482006,19.24652779578335,FRM:1xH2O=>12xNUT,FRM
NV1,CI2,ship parts,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,14916.000007689,14916.000007689,414.33333354691666,APF:1xSNM-1xWS=>1xNV1,APF
NV2,CI2,ship parts,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,23776.000020504,23776.000020504,495.3333337605,AAF:1xBMF-1xSNM=>1xNV2,AAF
OFF,CI2,utility,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,21.88200000345707,1094.1000001728535,227.93750003601116,BMP:20xEPO-20xPG=>50xOFF,BMP
OLF,CI2,chemicals,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1678.2733333448568,10069.640000069141,1048.9208333405356,CHP:10xREA-6xVEG=>6xOLF,CHP
OS,CI2,software tools,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,17832.000015378,17832.000015378,371.50000032037497,SE:1xLD-1xROM-1xWM=>1xOS,SE
OVE,CI2,consumables (basic),1.0,125.0,101.0,7097.0,1248.0,4097.0,200.0,0.0,125.0,101.0,0,0,0.0,Medium,Unknown,143.61500002592803,2872.3000005185604,199.4652778137889,BMP:100xPE-25xPG=>20xOVE,BMP
OVE,CI2,consumables (basic),1.0,125.0,101.0,7097.0,1248.0,4097.0,200.0,0.0,125.0,101.0,0,0,0.0,Medium,Unknown,24.038333341976006,721.1500002592802,100.15972225823336,BMP:1xCOT-10xPG=>30xOVE,BMP
OVE,CI2,consumables (basic),1.0,125.0,101.0,7097.0,1248.0,4097.0,200.0,0.0,125.0,101.0,0,0,0.0,Medium,Unknown,43.05750001296401,861.1500002592802,119.6041667026778,BMP:50xPE-1xRCO=>20xOVE,BMP
PBU,CI2,consumable bundles,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,9339.820000034571,9339.820000034571,1945.7958333405359,PAC:5xCOF-40xDW-5xOVE-50xPE-2xPWO-40xRAT=>1xPBU,PAC
PCB,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,192.14880009788277,960.7440004894138,142.9678572156866,SCA:5xBCO-1xBGO-60xPE-10xSWF=>5xPCB,SCA
PDA,CI2,consumables (basic),4.0,3000.0,2200.0,62.0,50.0,62.0,124.0,0.0,3000.0,2200.0,0,0,0.0,High,Unknown,111.4500000961125,3566.4000030756,247.66666688025,APF:2xHPC-1xLD=>32xPDA,APF
PE,CI2,plastics,1.0,12.0,0.0,53.0,0.0,53.0,100.0,0.0,12.0,0.0,0,0,0.0,High,Unknown,6.868700001209975,1373.740000241995,204.4255952741064,BMP:1xC-2xH=>200xPE,BMP
PFE,CI2,chemicals,2.0,825.0,0.0,300.0,0.0,300.0,100.0,0.0,825.0,0.0,0,0,0.0,High,Unknown,513.9280000138283,5139.280000138283,267.6708333405356,CHP:10xAMM-4xREA=>10xPFE,CHP
PFG,CI2,infrastructure,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
PG,CI2,plastics,2.0,46.0,0.0,14082.0,0.0,10000.0,100.0,0.0,46.0,0.0,0,0,0.0,High,Unknown,20.909350000604988,1045.4675000302493,124.46041667026778,POL:1xC-1xH-1xMG=>50xPG,POL
PIB,CI2,agricultural products,3.0,700.0,0.0,2000.0,0.0,2000.0,100.0,0.0,700.0,0.0,0,0,0.0,High,Unknown,420.767500085185,5049.21000102222,300.5482143465607,ORC:1xDDT-20xH2O-2xSOI=>12xPIB,ORC
PIB,CI2,agricultural products,3.0,700.0,0.0,2000.0,0.0,2000.0,100.0,0.0,700.0,0.0,0,0,0.0,High,Unknown,555.6240001168251,5556.240001168251,289.38750006084643,ORC:1xDDT-30xH2O=>10xPIB,ORC
PK,CI2,medical equipment,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1012.6142500172109,10126.142500172109,1278.5533459813269,PHF:2xCA-4xLI-10xREA=>10xPK,PHF
POW,CI2,energy systems,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,151.1600000834465,151.1600000834465,31.491666684051356,ECA:4xLI-1xNCS=>1xPOW,ECA
PPA,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,35.68333336214224,214.10000017285347,17.84166668107112,FP:1xALG-1xBEA-1xH2O=>6xPPA,FP
PPA,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,36.11500002592802,144.46000010371208,20.063888903293343,FP:2xALG-1xH2O=>4xPPA,FP
PPA,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,36.11500002592802,144.46000010371208,20.063888903293343,FP:2xBEA-1xH2O=>4xPPA,FP
PSH,CI2,construction parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,3872.320000166893,3872.320000166893,403.3666666840514,PP3:250xNFI-1xTI=>1xPSH,PP3
PSL,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,2298.7000006258486,2298.7000006258486,159.63194448790614,PPF:40xPG=>1xPSL,PPF
PSM,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1225.8000004172325,1225.8000004172325,127.68750004346172,PPF:20xPG=>1xPSM,PPF
PSS,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,612.9000002086162,612.9000002086162,127.68750004346172,PPF:10xPG=>1xPSS,PPF
PT,CI2,consumables (basic),1.0,480.0,0.0,2166.0,0.0,945.0,100.0,0.0,480.0,0.0,0,0,0.0,High,Unknown,43.52500004321337,304.6750003024936,36.27083336934447,BMP:1xSTL-1xTRN=>7xPT,BMP
PT,CI2,consumables (basic),1.0,480.0,0.0,2166.0,0.0,945.0,100.0,0.0,480.0,0.0,0,0,0.0,High,Unknown,20.311666686832904,304.6750003024936,36.27083336934447,BMP:1xSTL-1xW=>15xPT,BMP
PT,CI2,consumables (basic),1.0,480.0,0.0,2166.0,0.0,945.0,100.0,0.0,480.0,0.0,0,0,0.0,High,Unknown,50.77916671708226,304.6750003024936,36.27083336934447,BMP:2xSFK-1xSTL=>6xPT,BMP
PT,CI2,consumables (basic),1.0,480.0,0.0,2166.0,0.0,945.0,100.0,0.0,480.0,0.0,0,0,0.0,High,Unknown,60.935000060498716,304.6750003024936,36.27083336934447,BMP:1xSTL=>5xPT,BMP
PWO,CI2,consumables (luxury),1.0,290.0,0.0,6676.0,0.0,538.0,100.0,0.0,290.0,0.0,0,0,0.0,High,Unknown,128.057500012964,2561.15000025928,355.71527781378893,BMP:1xCOT-50xPG=>20xPWO,BMP
QCR,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,94580.000038445,94580.000038445,1313.6111116450693,SPF:20xBGO-1xCBS-1xRAG=>1xQCR,SPF
RAD,CI2,electronic devices,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,152.90000020861626,152.90000020861626,31.85416671012839,EDM:1xDCS-1xPOW-1xSFK=>1xRAD,EDM
RAG,CI2,ship engines,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,80764.50000104308,80764.50000104308,1346.0750000173846,ECA:1xACS-8xAST-4xBFR-6xCF-4xETC-1xRCS=>1xRAG,ECA
RAM,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,60.18600012235345,361.1160007341207,35.82500007282943,SCA:6xBCO-6xCAP-6xPSS=>6xRAM,SCA
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xALG-1xGRN-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xALG-1xGRN-1xVEG=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xBEA-1xGRN-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xBEA-1xGRN-1xVEG=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xALG-1xMAI-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xALG-1xMAI-1xVEG=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xBEA-1xMAI-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xBEA-1xMAI-1xVEG=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xGRN-1xMUS-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,78.70500000864267,787.0500000864267,131.17500001440445,FP:1xMAI-1xMUS-1xNUT=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xGRN-1xMUS-1xVEG=>10xRAT,FP
RAT,CI2,consumables (basic),1.0,0.0,145.0,0.0,15091.0,0.0,0.0,0.0,0.0,145.0,0,0,0.0,Low,Unknown,48.70500000864267,487.05000008642673,81.17500001440446,FP:1xMAI-1xMUS-1xVEG=>10xRAT,FP
RBH,CI2,construction prefabs,3.0,19500.0,0.0,11.0,0.0,1.0,100.0,0.0,19500.0,0.0,0,0,0.0,High,Unknown,122.32000016689301,122.32000016689301,12.741666684051356,PP3:1xBBH-50xEPO-1xSTL=>1xRBH,PP3
RCO,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,127.05000008642673,254.10000017285347,26.468750018005572,FRM:2xH2O-4xNS=>2xRCO,FRM
RCO,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,341.1500002592802,341.1500002592802,23.69097224022779,FRM:2xH2O=>1xRCO,FRM
RCO,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,238.30200003802776,476.6040000760555,90.26590910531354,HYF:10xH2O-4xNS=>2xRCO,HYF
RCS,CI2,ship engines,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,11888.000010252,11888.000010252,247.66666688025,APF:1xBWS-1xDA-1xOS-1xSAR=>1xRCS,APF
RCT,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,188636.000033319,188636.000033319,3023.0128210467788,SPF:10xAST-1xCBS-1xRAG=>1xRCT,SPF
RDE,CI2,construction prefabs,3.0,27000.0,0.0,22.0,0.0,2.0,100.0,0.0,27000.0,0.0,0,0,0.0,High,Unknown,5107.030000146031,10214.060000292062,607.9797619221465,PP3:100xEPO-1xKV-1xLDE=>2xRDE,PP3
RDL,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,870.5000008642673,870.5000008642673,7.254166673868895,UPF:30xPSL-50xPSM-8xSRD=>1xRDL,UPF
RDS,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,522.3000005185604,522.3000005185604,7.254166673868895,UPF:20xPSL-30xPSM-4xSRD=>1xRDS,UPF
RE,CI2,metals,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
REA,CI2,chemicals,2.0,1000.0,500.0,117.0,14.0,100.0,200.0,0.0,1000.0,500.0,0,0,0.0,High,Unknown,512.1870000120997,5121.870000120997,304.8732142929165,CHP:25xBRM=>10xREA,CHP
RED,CI2,drones,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,2972.000002563,2972.000002563,247.66666688025,DRS:1xDCH-1xSAR=>1xRED,DRS
REP,CI2,consumables (luxury),1.0,700.0,0.0,877.0,0.0,127.0,100.0,0.0,700.0,0.0,0,0,0.0,High,Unknown,454.4062500540167,1817.6250002160668,302.93750003601116,BMP:10xINS-1xMFK-1xSFK=>4xREP,BMP
RG,CI2,construction materials,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,609.6680001919269,6096.680001919269,220.89420296808947,GF:10xGL-15xPG-1xSEN=>10xRG,GF
RG,CI2,construction materials,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,628.0160002169608,6280.160002169609,201.28717955671823,GF:10xGL-15xPG=>10xRG,GF
RGO,CI2,alloys,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,61.160000083446505,305.8000004172325,31.85416671012839,FS:4xAU-1xCU=>5xRGO,FS
RHP,CI2,ship parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,3344.5300001460314,13378.120000584126,796.316666701436,HWP:12xAL-1xHE-4xTI=>4xRHP,HWP
ROM,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,625.7940000524371,6257.9400005243715,869.1583334061627,SCA:10xBGC-10xPSS-10xSI=>10xROM,SCA
RSE,CI2,construction prefabs,3.0,25000.0,0.0,12.0,0.0,2.0,100.0,0.0,25000.0,0.0,0,0,0.0,High,Unknown,107.0300001460314,214.0600002920628,12.741666684051356,PP3:2xBSE-225xEPO-1xSTL=>2xRSE,PP3
RSH,CI2,construction parts,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,8174.4000069201,8174.4000069201,378.4444447648194,PP4:1xLST-1xSTL-1xTA=>1xRSH,PP4
RSI,CI2,agricultural products,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,330.775000509806,2646.200004078448,110.25833350326866,IVP:16xH2O-1xHCP-1xNS=>8xRSI,IVP
RTA,CI2,construction prefabs,3.0,17300.0,0.0,4.0,0.0,4.0,100.0,0.0,17300.0,0.0,0,0,0.0,High,Unknown,3922.320000166893,3922.320000166893,408.5750000173847,PP3:1xLTA-6xRG=>1xRTA,PP3
S,CI2,elements,0.0,250.0,0.0,320.0,0.0,120.0,100.0,0.0,250.0,0.0,0,0,0.0,High,Unknown,56.762500021606684,340.5750001296401,47.3020833513389,SME:1xO-1xSCR=>6xS,SME
SA,CI2,software components,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1433.000002913177,1433.000002913177,59.70833345471571,SD:=>1xSA,SD
SAL,CI2,software components,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,1433.000002913177,1433.000002913177,59.70833345471571,SD:=>1xSAL,SD
SAR,CI2,electronic devices,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,768.0880015614629,768.0880015614629,47.76666676377257,ELP:4xPCB-16xSEN=>1xSAR,ELP
SBU,CI2,consumable bundles,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,16528.302000038027,16528.302000038027,3130.3602272799294,PAC:50xDW-5xEXO-10xKOM-100xPE-5xPT-60xRAT-2xREP=>1xSBU,PAC
SC,CI2,consumables (luxury),2.0,1410.0,800.0,196.0,100.0,96.0,196.0,0.0,1410.0,800.0,0,0,0.0,High,Unknown,5.658250005617738,113.16500011235476,7.2541666738688955,CHP:2xCA-1xMG-1xTA=>20xSC,CHP
SCB,CI2,ship kits,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,366.96000050067903,366.96000050067903,25.48333336810271,SKF:50xFAL-12xMFK=>1xSCB,SKF
SCN,CI2,consumables (basic),2.0,2500.0,0.0,2833.0,0.0,340.0,100.0,0.0,2500.0,0.0,0,0,0.0,High,Unknown,264.6750001564622,2117.4000012516976,73.52083337679505,EDM:4xCU-100xPE=>8xSCN,EDM
SDM,CI2,infrastructure,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,0.0,0.0,0.0,N/A,N/A
SDR,CI2,drones,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,4160.8000035882,4160.8000035882,247.66666688024998,DRS:1xBSC-1xDCH-1xSEQ=>1xSDR,DRS
SEA,CI2,construction materials,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,63.038333341976006,1891.1500002592802,262.65972225823333,BMP:30xPG-1xS-1xSI=>30xSEA,BMP
SEN,CI2,electronic parts,3.0,0.0,610.0,0.0,100.0,0.0,0.0,0.0,0.0,610.0,0,0,0.0,Low,Unknown,134.96710002534465,2699.342000506893,387.83649432570303,SCA:10xH-10xN-20xTRN=>20xSEN,SCA
SEQ,CI2,medical equipment,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,229.35000031292438,229.35000031292438,31.854166710128386,FS:1xHOG-2xSTL-2xTI=>1xSEQ,FS
SF,CI2,fuels,2.0,16.0,15.899999618530272,33755.0,1126.0,540.0,200.0,0.0,16.0,15.899999618530272,0,0,0.0,Low,Unknown,8.233450000777841,823.3450000777841,228.70694446605114,REF:1xAMM-2xGAL-3xH=>100xSF,REF
SF,CI2,fuels,2.0,16.0,15.899999618530272,33755.0,1126.0,540.0,200.0,0.0,16.0,15.899999618530272,0,0,0.0,Low,Unknown,7.059466668049494,1058.9200002074242,110.30416668827336,REF:1xAMM-5xNAB=>150xSF,REF
SFE,CI2,ship engines,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,0,0.0,Low,Unknown,50076.450000104305,50076.450000104305,10432.593750021731,CLR:1xCBS-2xCF=>1xSFE,CLR
