Ticker,Product,Exchange,Category,Tier,Ask_Price,Bid_Price,Supply,Demand,Traded,Saturation,Input_Cost,Profit_Ask,Profit_Bid,ROI_Ask,ROI_Bid,Investment_Score,Risk,Viability,Timestamp,Recommendation,Price_Spread
TRU,,CI1,construction parts,1.0,547.0,542.0,5229.0,699.0,14.0,0.0,0.0,547.0,542.0,0,0,100.0,Low,Poor,2025-08-28 18:18:54,Avoid,5.0
TS,,CI1,minerals,0.0,440.0,90.0,305.0,1243.0,2.0,0.0,0.0,440.0,90.0,0,0,30.5,High,Poor,2025-08-28 18:18:54,Avoid,350.0
TSH,,CI1,construction parts,4.0,33000.0,27500.0,11.0,14.0,11.0,0.0,0.0,33000.0,27500.0,0,0,1.1,Medium,Poor,2025-08-28 18:18:54,Avoid,5500.0
TUB,,CI1,medical equipment,2.0,240.0,100.0,5590.0,340.0,480.0,0.0,0.0,240.0,100.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,140.0
UTS,,CI1,utility,2.0,6000.0,3750.0,60.0,276.0,3.0,0.0,0.0,6000.0,3750.0,0,0,6.0,High,Poor,2025-08-28 18:18:54,Avoid,2250.0
VCB,,CI1,ship kits,3.0,870000.0,0.0,2.0,0.0,1.0,0.0,0.0,870000.0,0.0,0,0,0.2,High,Poor,2025-08-28 18:18:54,Avoid,870000.0
VEG,,CI1,agricultural products,1.0,320.0,300.0,10751.0,11229.0,859.0,0.0,0.0,320.0,300.0,0,0,100.0,Low,Poor,2025-08-28 18:18:54,Avoid,20.0
VG,,CI1,consumables (luxury),3.0,2480.0,1650.0,6182.0,3.0,1.0,0.0,0.0,2480.0,1650.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,830.0
VIT,,CI1,agricultural products,2.0,782.0,0.0,1533.0,0.0,7.0,0.0,0.0,782.0,0.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,782.0
VSC,,CI1,ship kits,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
W,,CI1,metals,4.0,15000.0,8000.0,458.0,82.0,86.0,0.0,0.0,15000.0,8000.0,0,0,45.800000000000004,High,Poor,2025-08-28 18:18:54,Avoid,7000.0
WAI,,CI1,software systems,5.0,110000.0,95100.0,11.0,64.0,11.0,0.0,0.0,110000.0,95100.0,0,0,1.1,Medium,Poor,2025-08-28 18:18:54,Avoid,14900.0
WAL,,CI1,alloys,4.0,6000.0,3000.0,80.0,74.0,44.0,0.0,0.0,6000.0,3000.0,0,0,8.0,High,Poor,2025-08-28 18:18:54,Avoid,3000.0
WCB,,CI1,ship kits,3.0,749000.0,200000.0,3.0,1.0,1.0,0.0,0.0,749000.0,200000.0,0,0,0.30000000000000004,High,Poor,2025-08-28 18:18:54,Avoid,549000.0
WIN,,CI1,consumables (luxury),2.0,6190.0,6000.0,2096.0,1460.0,40.0,0.0,0.0,6190.0,6000.0,0,0,100.0,Low,Poor,2025-08-28 18:18:54,Avoid,190.0
WM,,CI1,software components,3.0,14600.0,0.0,34.0,0.0,1.0,0.0,0.0,14600.0,0.0,0,0,3.4000000000000004,High,Poor,2025-08-28 18:18:54,Avoid,14600.0
WOR,,CI1,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
WR,,CI1,electronic systems,4.0,0.0,140000.0,0.0,100.0,0.0,0.0,0.0,0.0,140000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-140000.0
WS,,CI1,consumables (basic),4.0,4200.0,3000.0,1263.0,10102.0,135.0,0.0,0.0,4200.0,3000.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,1200.0
ZIR,,CI1,minerals,0.0,1490.0,800.0,3468.0,43.0,1000.0,0.0,0.0,1490.0,800.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,690.0
ZR,,CI1,elements,4.0,12000.0,10000.0,84.0,147.0,5.0,0.0,0.0,12000.0,10000.0,0,0,8.4,Medium,Poor,2025-08-28 18:18:54,Avoid,2000.0
AAR,,CI2,electronic devices,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ABH,,CI2,construction prefabs,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ACS,,CI2,electronic systems,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ADE,,CI2,construction prefabs,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ADR,,CI2,medical equipment,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ADS,,CI2,electronic systems,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AEF,,CI2,construction parts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AEN,,CI2,ship engines,5.0,0.0,1000000.0,0.0,1.0,0.0,0.0,0.0,0.0,1000000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-1000000.0
AFP,,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AFR,,CI2,ship engines,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AGS,,CI2,ship parts,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AHP,,CI2,ship parts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AIR,,CI2,construction parts,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AL,,CI2,metals,4.0,2000.0,951.0,909.0,1403.0,909.0,0.0,0.0,2000.0,951.0,0,0,90.9,High,Poor,2025-08-28 18:18:54,Avoid,1049.0
ALE,,CI2,consumables (luxury),2.0,1500.0,0.0,100.0,0.0,100.0,0.0,0.0,1500.0,0.0,0,0,10.0,High,Poor,2025-08-28 18:18:54,Avoid,1500.0
ALG,,CI2,agricultural products,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ALO,,CI2,ores,0.0,400.0,0.0,888.0,0.0,888.0,0.0,0.0,400.0,0.0,0,0,88.80000000000001,High,Poor,2025-08-28 18:18:54,Avoid,400.0
AMM,,CI2,gases,0.0,90.0,0.0,2170.0,0.0,850.0,0.0,0.0,90.0,0.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,90.0
ANZ,,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
APT,,CI2,ship shields,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AR,,CI2,gases,0.0,0.0,200.0,0.0,1300.0,0.0,0.0,0.0,0.0,200.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-200.0
ARP,,CI2,ship shields,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ASE,,CI2,construction prefabs,4.0,42000.0,33000.0,2.0,10.0,2.0,0.0,0.0,42000.0,33000.0,0,0,0.2,High,Poor,2025-08-28 18:18:54,Avoid,9000.0
AST,,CI2,alloys,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ATA,,CI2,construction prefabs,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ATP,,CI2,ship parts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AU,,CI2,metals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AUO,,CI2,ores,0.0,0.0,225.0,0.0,900.0,0.0,0.0,0.0,0.0,225.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-225.0
AWF,,CI2,electronic devices,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
AWH,,CI2,ship shields,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BAC,,CI2,chemicals,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BAI,,CI2,software components,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BBH,,CI2,construction prefabs,1.0,2500.0,1900.0,1339.0,28.0,58.0,0.0,0.0,2500.0,1900.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,600.0
BCO,,CI2,electronic pieces,2.0,660.0,0.0,47.0,0.0,47.0,0.0,0.0,660.0,0.0,0,0,4.7,High,Poor,2025-08-28 18:18:54,Avoid,660.0
BDE,,CI2,construction prefabs,1.0,2340.0,0.0,751.0,0.0,626.0,0.0,0.0,2340.0,0.0,0,0,75.10000000000001,High,Poor,2025-08-28 18:18:54,Avoid,2340.0
BE,,CI2,elements,4.0,2900.0,0.0,142.0,0.0,42.0,0.0,0.0,2900.0,0.0,0,0,14.200000000000001,High,Poor,2025-08-28 18:18:54,Avoid,2900.0
BEA,,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BER,,CI2,minerals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BFP,,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BFR,,CI2,ship engines,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BGC,,CI2,electronic pieces,2.0,600.0,0.0,36.0,0.0,36.0,0.0,0.0,600.0,0.0,0,0,3.6,High,Poor,2025-08-28 18:18:54,Avoid,600.0
BGO,,CI2,alloys,2.0,5000.0,0.0,20.0,0.0,20.0,0.0,0.0,5000.0,0.0,0,0,2.0,High,Poor,2025-08-28 18:18:54,Avoid,5000.0
BGS,,CI2,ship parts,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BHP,,CI2,ship parts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BID,,CI2,electronic devices,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BL,,CI2,chemicals,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BLE,,CI2,chemicals,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BMF,,CI2,electronic devices,3.0,0.0,22000.0,0.0,5.0,0.0,0.0,0.0,0.0,22000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-22000.0
BND,,CI2,medical equipment,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BOR,,CI2,minerals,0.0,0.0,225.0,0.0,300.0,0.0,0.0,0.0,0.0,225.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-225.0
BOS,,CI2,alloys,4.0,3250.0,0.0,24.0,0.0,24.0,0.0,0.0,3250.0,0.0,0,0,2.4000000000000004,High,Poor,2025-08-28 18:18:54,Avoid,3250.0
BPT,,CI2,ship shields,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BR1,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BR2,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BRM,,CI2,minerals,0.0,200.0,91.0,16907.0,1000.0,3165.0,0.0,0.0,200.0,91.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,109.0
BRO,,CI2,alloys,2.0,2500.0,0.0,7.0,0.0,7.0,0.0,0.0,2500.0,0.0,0,0,0.7000000000000001,High,Poor,2025-08-28 18:18:54,Avoid,2500.0
BRP,,CI2,ship shields,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BRS,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BSC,,CI2,electronic devices,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BSE,,CI2,construction prefabs,1.0,1750.0,0.0,48.0,0.0,48.0,0.0,0.0,1750.0,0.0,0,0,4.800000000000001,High,Poor,2025-08-28 18:18:54,Avoid,1750.0
BTA,,CI2,construction prefabs,1.0,1590.0,0.0,517.0,0.0,392.0,0.0,0.0,1590.0,0.0,0,0,51.7,High,Poor,2025-08-28 18:18:54,Avoid,1590.0
BTS,,CI2,liquids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BWH,,CI2,ship shields,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
BWS,,CI2,electronic devices,3.0,0.0,22000.0,0.0,5.0,0.0,0.0,0.0,0.0,22000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-22000.0
C,,CI2,elements,1.0,1250.0,750.0,2393.0,2100.0,83.0,0.0,0.0,1250.0,750.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,500.0
CA,,CI2,elements,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CAF,,CI2,agricultural products,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CAP,,CI2,electronic pieces,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CBL,,CI2,energy systems,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CBM,,CI2,energy systems,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CBS,,CI2,energy systems,3.0,50000.0,0.0,5.0,0.0,5.0,0.0,0.0,50000.0,0.0,0,0,0.5,High,Poor,2025-08-28 18:18:54,Avoid,50000.0
CBU,,CI2,consumable bundles,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CC,,CI2,electronic systems,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CCD,,CI2,drones,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CD,,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CF,,CI2,textiles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CHA,,CI2,ship engines,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CL,,CI2,elements,2.0,4000.0,0.0,186.0,0.0,126.0,0.0,0.0,4000.0,0.0,0,0,18.6,High,Poor,2025-08-28 18:18:54,Avoid,4000.0
CLI,,CI2,minerals,0.0,0.0,170.0,0.0,2400.0,0.0,0.0,0.0,0.0,170.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-170.0
CMK,,CI2,construction materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
COF,,CI2,consumables (luxury),1.0,1500.0,700.0,65.0,500.0,65.0,0.0,0.0,1500.0,700.0,0,0,6.5,High,Poor,2025-08-28 18:18:54,Avoid,800.0
COM,,CI2,electronic systems,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
COT,,CI2,textiles,2.0,3000.0,0.0,179.0,0.0,7.0,0.0,0.0,3000.0,0.0,0,0,17.900000000000002,High,Poor,2025-08-28 18:18:54,Avoid,3000.0
CQL,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CQM,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CQS,,CI2,unit prefabs,2.0,0.0,600000.0,0.0,1.0,0.0,0.0,0.0,0.0,600000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-600000.0
CQT,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CRU,,CI2,electronic systems,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CST,,CI2,chemicals,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
CTF,,CI2,textiles,4.0,0.0,16000.0,0.0,9.0,0.0,0.0,0.0,0.0,16000.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-16000.0
CU,,CI2,metals,1.0,2000.0,1400.0,5.0,100.0,5.0,0.0,0.0,2000.0,1400.0,0,0,0.5,High,Poor,2025-08-28 18:18:54,Avoid,600.0
CUO,,CI2,ores,0.0,0.0,164.0,0.0,600.0,0.0,0.0,0.0,0.0,164.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-164.0
DA,,CI2,software tools,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DCH,,CI2,drones,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DCL,,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DCM,,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DCS,,CI2,plastics,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DD,,CI2,software tools,4.0,25000.0,0.0,4.0,0.0,3.0,0.0,0.0,25000.0,0.0,0,0,0.4,High,Poor,2025-08-28 18:18:54,Avoid,25000.0
DDT,,CI2,chemicals,3.0,3600.0,0.0,351.0,0.0,210.0,0.0,0.0,3600.0,0.0,0,0,35.1,High,Poor,2025-08-28 18:18:54,Avoid,3600.0
DEC,,CI2,construction parts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DIS,,CI2,electronic parts,3.0,9500.0,0.0,17.0,0.0,17.0,0.0,0.0,9500.0,0.0,0,0,1.7000000000000002,High,Poor,2025-08-28 18:18:54,Avoid,9500.0
DOU,,CI2,unit prefabs,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DRF,,CI2,drones,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
DV,,CI2,software tools,4.0,15000.0,0.0,2.0,0.0,2.0,0.0,0.0,15000.0,0.0,0,0,0.2,High,Poor,2025-08-28 18:18:54,Avoid,15000.0
DW,,CI2,consumables (basic),1.0,90.0,70.0,16642.0,9950.0,2241.0,0.0,0.0,90.0,70.0,0,0,100.0,High,Poor,2025-08-28 18:18:54,Avoid,20.0
EBU,,CI2,consumable bundles,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
EDC,,CI2,software tools,4.0,11000.0,0.0,3.0,0.0,2.0,0.0,0.0,11000.0,0.0,0,0,0.30000000000000004,High,Poor,2025-08-28 18:18:54,Avoid,11000.0
EES,,CI2,chemicals,5.0,75000.0,0.0,7.0,0.0,2.0,0.0,0.0,75000.0,0.0,0,0,0.7000000000000001,High,Poor,2025-08-28 18:18:54,Avoid,75000.0
ENG,,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
EPO,,CI2,construction materials,2.0,175.0,0.0,34.0,0.0,34.0,0.0,0.0,175.0,0.0,0,0,3.4000000000000004,High,Poor,2025-08-28 18:18:54,Avoid,175.0
ES,,CI2,elements,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
ETC,,CI2,chemicals,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
EXO,,CI2,consumables (basic),1.0,350.0,0.0,250.0,0.0,250.0,0.0,0.0,350.0,0.0,0,0,25.0,High,Poor,2025-08-28 18:18:54,Avoid,350.0
F,,CI2,gases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FAL,,CI2,alloys,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FAN,,CI2,electronic parts,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FC,,CI2,construction parts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FE,,CI2,metals,4.0,0.0,500.0,0.0,20.0,0.0,0.0,0.0,0.0,500.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-500.0
FEO,,CI2,ores,0.0,0.0,60.0,0.0,1013.0,0.0,0.0,0.0,0.0,60.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,-60.0
FET,,CI2,alloys,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FF,,CI2,fuels,2.0,16.5,14.5,130049.0,28931.0,3416.0,0.0,0.0,16.5,14.5,0,0,100.0,Medium,Poor,2025-08-28 18:18:54,Avoid,2.0
FFC,,CI2,electronic systems,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FIM,,CI2,consumables (basic),1.0,4000.0,0.0,26.0,0.0,26.0,0.0,0.0,4000.0,0.0,0,0,2.6,High,Poor,2025-08-28 18:18:54,Avoid,4000.0
FIR,,CI2,ship engines,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FLO,,CI2,construction parts,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FLP,,CI2,construction parts,1.0,600.0,300.0,100.0,600.0,100.0,0.0,0.0,600.0,300.0,0,0,10.0,High,Poor,2025-08-28 18:18:54,Avoid,300.0
FLX,,CI2,chemicals,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FOD,,CI2,agricultural products,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
FSE,,CI2,ship engines,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,Low,Poor,2025-08-28 18:18:54,Avoid,0.0
